Team,Code,League,Division,W
ATL,N,E,104
PHI,N,E,90
MIA,N,E,84
NYM,N,E,75
WSH,N,E,71
MIL,N,C,92
CHC,N,C,83
CIN,N,C,82
PIT,N,C,76
STL,N,C,71
LAD,N,W,100
ARI,N,W,84
SD,N,W,82
SF,N,W,79
COL,N,W,59
BAL,A,E,101
TB,A,E,99
TOR,A,E,89
NYY,A,E,82
BOS,A,E,78
MIN,A,C,87
DET,A,C,78
CLE,A,C,76
CHW,A,C,61
KC,A,C,56
HOU,A,W,90
TEX,A,W,90
SEA,A,W,88
LAA,A,W,73
OAK,A,W,50
